Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
White alone,Arizona,Some college education,Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,1979,0,3468,4131,250,1,42996,0,0,1176,54000,0
White alone,Arizona,College degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1023.567757,18.77934272,12433.43692,3233.878505,4849.78972,1.544392523,73396.06542,39.84813084,115.088785,2295.698598,97092.05607,0
White alone,Arizona,Less than a high school degree,Not Hispanic,Separated,In poverty,Owner with mortgage,0,380.75,0,-2125.5,356.75,637.5,1.25,10281.75,0,0,-31.25,9500,0
White alone,Arizona,Less than a high school degree,Not Hispanic,Married,In poverty,Owner with mortgage,203,428.8947368,84.21052632,-5593.631579,479.9473684,4976.526316,2.578947368,12002.89474,135.8421053,157.8947368,-53.47368421,12071.26316,18.05263158
White alone,Arizona,College degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,607.3636364,36.36363636,-2330.045455,203.5909091,3662.409091,1.318181818,8675.636364,64.81818182,0,-41.90909091,10675.90909,0
White alone,Arizona,High school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,110.6923077,820.2087912,13.77777778,1622.901099,1388.736264,3164.648352,1.461538462,41980.38462,10.43956044,411.7142857,644.3626374,49085.05495,0
White alone,Arizona,High school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,2697,0,12415.42857,5964.428571,6310.571429,2.857142857,114872.8571,67.85714286,291.4285714,2961.428571,144862.8571,0
White alone,Arizona,College degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,677.975,333.95,3.75,-2144.675,240.55,2707.25,1.175,8975.9,23.775,92.25,-50.325,9265,0
White alone,Arizona,Some college education,Hispanic,Separated,Not in poverty,Renter,0,0,0,-1400,0,2182,2,25643,0,0,-25,26400,0
White alone,Arizona,Some college education,Hispanic,Married,Not in poverty,Renter,0,2764.010753,17.64516129,2510.903226,5536.010753,5527.956989,3.23655914,84869.2043,327.688172,644.516129,1758.698925,101973.2258,3.688172043
White alone,Arizona,Less than a high school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1147.285714,0,-3453.571429,905.2857143,4622.964286,2.285714286,16393.25,16.96428571,214.2857143,11.67857143,19354.28571,0
White alone,Arizona,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,242,0,-2698.857143,250.0714286,2423.714286,1.785714286,10243.42857,0,1077.183673,11.92857143,9495,0
White alone,Arizona,High school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,211.3831418,2303.770115,36.71814672,837,3774.249042,3206.570881,2.187739464,49236.55556,95.29501916,914.4490421,1051.43295,59188.31418,19.71264368
White alone,Arizona,High school degree,Hispanic,Divorced,Not in poverty,Renter,0,2337,0,-1075.85,3645.1,3920.45,2.65,53747.75,292.1,1208.4,803.15,61860,17.15
White alone,Arizona,High school degree,Not Hispanic,Never married,Not in poverty,Renter,0,2005.994624,55.95698925,2919.768817,4011.634409,5216.768817,2.5,61794.3172,77.05913978,759.0967742,1265.397849,76358.8172,1.844086022
White alone,Arizona,Some college education,Not Hispanic,Never married,In poverty,Renter,0,387.25,164.1025641,-1794.1,227.2,2713.35,1.175,5108.925,0,896.7,-65.45,5625.5,0
White alone,Arizona,Less than a high school degree,Hispanic,Separated,Not in poverty,Renter,0,2566.428571,0,-18673.28571,2661,3669.571429,5.285714286,52380.57143,1154.285714,2935.714286,142.7142857,40257.14286,0
White alone,Arizona,Less than a high school degree,Hispanic,Separated,In poverty,Renter,0,0,0,-1400,0,222,1,11703,0,0,-25,10500,0
White alone,Arizona,High school degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2100.636612,48.63934426,6254.18306,4824.745902,5584.456284,2.270491803,69423.86612,86.43169399,366.8251366,1812.442623,89539.94536,1.87431694
White alone,Arizona,Less than a high school degree,Hispanic,Married,Not in poverty,Renter,0,3472.338462,7.692307692,244.7384615,5335.784615,5491.692308,3.723076923,72357.69231,202.2,741.4615385,1467.707692,87925.23077,0
White alone,Arizona,College degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,789.0666667,37.13333333,66.66666667,-1392.2,8.2,5032.4,1,8517.133333,0,276,-32.93333333,11038,0
White alone,Arizona,Less than a high school degree,Hispanic,Never married,Not in poverty,Renter,0,2546.055556,8.166666667,-6317.333333,2722.833333,4374.777778,3.833333333,55736,637.8333333,895.1666667,403.5,58611.11111,0
White alone,Arizona,High school degree,Hispanic,Widowed,Not in poverty,Renter,0,1736.625,17.5,-4132.625,2587.75,3054.25,2.75,43343.25,59.375,806.25,449.25,46462.5,42.875
White alone,Arizona,High school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2662.735453,16.58508719,6599.825435,6044.734853,6787.19916,2.896220756,87385.60588,176.4457109,165.6357871,2140.571686,111294.751,4.732453509
White alone,Arizona,College degree,Hispanic,Widowed,In poverty,Owner with mortgage,2669,0,0,-1400,0,0,1,10894,0,1800,-25,5000,0
White alone,Arizona,High school degree,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,637.5,0,-2026.875,835.25,3219.875,1.5,13571.625,0,225,75,16087.5,0
White alone,Arizona,Some college education,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3938.073593,10.33333333,4949.203463,7540.190476,5262.367965,3.666666667,95256.28139,317.9047619,378.4131107,2436.831169,118679.6537,8.909090909
White alone,Arizona,Some college education,Hispanic,Never married,Not in poverty,Renter,0,2918.818182,13.63636364,3640.681818,4569,6104.181818,2.909090909,69818.18182,277.9090909,832.3636364,1665.454545,87931.81818,31.18181818
White alone,Arizona,College degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,796.75,0,-2176.34375,691.5,4012.8125,1.3125,7799.1875,0,25,52.40625,11238.75,0
White alone,Arizona,Less than a high school degree,Hispanic,Divorced,Not in poverty,Renter,0,1450.666667,0,-4937,2483.111111,931.8888889,2.888888889,42948.11111,369.6666667,1726.666667,535.4444444,41277.77778,38.11111111
White alone,Arizona,High school degree,Hispanic,Never married,Not in poverty,Renter,0,2482.846154,39.23076923,-4655.538462,2919.653846,3291.769231,3.038461538,46312.07692,263.8076923,1122.230769,486.1538462,49385.38462,26.38461538
White alone,Arizona,High school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,0,1370.4,29.4,-4162,2152.8,3713.4,2.4,41709.4,0,1771.2,396.8,43940,0
White alone,Arizona,Less than a high school degree,Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,4948,0,-5766,6235,5550,4.5,91336.5,475.5,0,1127,101800,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Renter,0,1392,29.42,1013.7,2319.42,3861.5,2.28,44775.76,47.98,435,1487.28,54365.2,0
White alone,Arkansas,High school degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,2366,0,-3157.9375,3356.6875,4864.3125,2.6875,48006.625,505.875,2018.125,1706.5,54618.125,0
White alone,Arkansas,Some college education,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,90.88888889,936.7222222,34.97142857,-516.8333333,1453.861111,3486.666667,1.527777778,35837.30556,85.91666667,249.3333333,850.8888889,41562.77778,24.72222222
White alone,Arkansas,High school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2915.183147,5.685296647,2264.240757,5541.936371,5976.826311,2.940670679,71517.14359,272.3869304,152.3353396,3177.359415,90985.87102,3.443680138
White alone,Arkansas,Some college education,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,2095.3,55,4093.45,3593.6,2466.8,2.4,66577.8,349.85,820.6,2993.05,80550,44.5
White alone,Arkansas,College degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1218.363014,3.082191781,7054.582192,2810.308219,4418.650685,1.630136986,58008.76712,91.08219178,68.89041096,2696.178082,76048.56164,0
White alone,Arkansas,High school degree,Not Hispanic,Married,In poverty,Renter,0,409.4912281,8.026315789,-3524.622807,303.6315789,5870.868421,2.228070175,9090.938596,43.86842105,108.9473684,44.5,12046.22807,0
White alone,Arkansas,Some college education,Not Hispanic,Never married,Not in poverty,Renter,0,1939.8,1.776923077,481.7692308,3399.238462,4096.769231,2.3,51000.06923,82.16153846,316.1923077,1737.484615,62319.61538,0
White alone,Arkansas,Some college education,Not Hispanic,Divorced,Not in poverty,Renter,0,1633.548523,14.43037975,644.5105485,2527.046414,3655.050633,2.025316456,45390.64135,139.5780591,357.4177215,1658.025316,54991.4346,0
White alone,Arkansas,High school degree,Not Hispanic,Separated,Not in poverty,Renter,0,1593.645161,74,-861.516129,2483.064516,5126.645161,2.193548387,42639.96774,116.0322581,383.2903226,1291.16129,51699.67742,0
White alone,Arkansas,College degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1438.72,8.8,9529.04,3305.66,7149.66,2.02,74721.52,133.74,15.3,3561,99561.8,0
White alone,Arkansas,College degree,Not Hispanic,Separated,Not in poverty,Renter,0,3463.75,0,2050,6110,3820.25,1.75,43701,0,0,2005.25,61150,0
White alone,Arkansas,Some college education,Not Hispanic,Never married,In poverty,Renter,0,612.2173913,56.13043478,-3826.217391,351.5217391,4255.956522,2.086956522,9080.73913,134.7826087,750,25.91304348,9540,19.34782609
White alone,Arkansas,Less than a high school degree,Hispanic,Widowed,In poverty,Owner with mortgage,0,0,0,-1400,0,270,1,8930,0,0,0,7800,0
White alone,Arkansas,High school degree,Not Hispanic,Never married,In poverty,Renter,0,415.1395349,32.3255814,-2924.372093,253.1860465,1880.418605,1.720930233,8509.116279,2.186046512,574.1674419,21.48837209,7547.906977,31.04651163
White alone,Arkansas,High school degree,Hispanic,Divorced,In poverty,Owner with mortgage,0,1979,0,-2165,383,50,1,6073,0,1320,0,5000,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Separated,In poverty,Renter,0,0,10,-1960,0,3660.8,1.4,5440,0,1028.8,0,6102,0
White alone,Arkansas,College degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,1751,0,-60.71428571,3402.285714,2927.714286,2.285714286,55920.85714,371.8571429,685.7142857,2259.428571,65142.85714,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Never married,In poverty,Renter,0,118.3888889,43.55555556,-2641.833333,71.55555556,1623.611111,1.888888889,8855.555556,0,1546.666667,7.333333333,6444.444444,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Married,In poverty,Renter,0,246.0357143,9.571428571,-2871.678571,220,4368.5,2,7667.428571,0,44.85714286,40.96428571,9616.785714,0
White alone,Arkansas,High school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,62.27027027,2479.844595,36.19256757,-6131.293919,3297.439189,3954.773649,3.277027027,49022.39189,430.4358108,733.8648649,1290.385135,52604.27027,34.56756757
White alone,Arkansas,Some college education,Not Hispanic,Separated,In poverty,Renter,0,50.66666667,0,-3838.333333,37.33333333,2813.833333,2.166666667,11606.33333,199.8333333,1423.5,0,9046.666667,0
White alone,Arkansas,College degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2668.986111,7.645833333,7656.756944,6010.458333,4861.993056,2.083333333,69988.15278,56.21527778,96.80555556,3801.409722,94895,0
White alone,Arkansas,Some college education,Not Hispanic,Married,In poverty,Renter,0,638.8360656,7.721311475,-4246.262295,624.8360656,10098.18033,2.442622951,6182.114754,62.31147541,230.4918033,125.5245902,13122.63934,0
White alone,Arkansas,College degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,0,1268.666667,0,-3227.333333,2134.444444,2481.444444,1.777777778,35859.44444,175.1111111,620.3333333,1012.111111,38733.33333,0
White alone,Arkansas,Some college education,Hispanic,Never married,In poverty,Owner with mortgage,0,1979,0,-2165,383,400,1,4403,0,0,0,5000,0
White alone,Arkansas,College degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,18.63333333,2239.308333,1.333333333,3779.35,4303.883333,3448.416667,1.541666667,46691.225,42.39166667,83.27738095,2441.108333,62765.5,3.708333333
White alone,Arkansas,High school degree,Not Hispanic,Widowed,In poverty,Renter,0,67.90769231,17.03076923,-1611.046154,46.98461538,3216.692308,1.246153846,5803.969231,0,123.6,5.046153846,7410.461538,0
White alone,Arkansas,Some college education,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,233.1490683,1537.57764,15.85534591,-1500.391304,2533.621118,2436.15528,1.98757764,39604.59006,265.2111801,692.7080745,1359.142857,44742.91925,27.62732919
White alone,Arkansas,College degree,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,1449,0,-8255,1042.5,4365,3,13501.5,1301.5,0,55.5,10857,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,193.7380952,400.5238095,28.92857143,-1972.071429,378.2619048,3068.261905,1.595238095,23225.35714,28.54761905,364.8333333,193.0952381,24677.38095,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Divorced,In poverty,Renter,0,312.7826087,19.13043478,-2166.391304,252.2173913,3052,1.47826087,8718.391304,52.13043478,551.4782609,53.73913043,9600,0
White alone,Arkansas,High school degree,Not Hispanic,Separated,In poverty,Renter,0,4.75,0,-3820.75,0,2175.375,1.875,8848.875,325.375,1415.75,0,5642.5,0
White alone,Arkansas,High school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,4744.727273,0,-11044.27273,5154.909091,5271.545455,4.454545455,55791.36364,762.1818182,2269.090909,1849.363636,58736.36364,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,815.5775862,6.413793103,-35.18103448,1523.948276,3286.991379,1.801724138,37894.47414,43.10344828,220.6810345,978.1637931,44195.94828,3.836206897
White alone,Arkansas,College degree,Not Hispanic,Never married,In poverty,Renter,0,582.6153846,0,-3134.307692,384,4277.846154,2.230769231,10302.92308,0,423.6923077,25.23076923,12122.30769,0
White alone,Arkansas,College degree,Not Hispanic,Never married,Not in poverty,Renter,0,2343.942857,14.00952381,15166.18095,5562.914286,6640.657143,2.076190476,84809.21905,59.04761905,29.6,5193.914286,119607.3333,0
White alone,Arkansas,High school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,151.8186275,1702.534314,53.5245098,-2402.70098,2337.210784,2637.735294,2.112745098,38554.68627,247.0392157,741.2941176,1093.887255,42750.63725,6.544117647
White alone,Arkansas,Less than a high school degree,Hispanic,Never married,In poverty,Owner with mortgage,0,990,0,-2593,596,100,1,8708,0,0,0,7800,0
White alone,Arkansas,College degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1387.454545,0,-2470,1020.090909,5228.636364,1.363636364,6867.090909,0,0,108.5454545,12141.81818,0
White alone,Arkansas,College degree,Not Hispanic,Never married,In poverty,Owner with mortgage,473.7058824,940.2352941,35.29411765,-3286.529412,537.8823529,2138.470588,1.529411765,8267.882353,76.05882353,149.8823529,37.29411765,7982.941176,0
White alone,Arkansas,Some college education,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3124.070693,3.652024708,5006.48593,6574.18394,5940.751544,3.076870281,82685.42279,301.6705559,166.2975782,4127.522992,107017.127,7.940974605
White alone,Arkansas,Some college education,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,4520.25,0,16760.3125,9591.3125,4529.5625,3.25,110455.1875,136.4375,0,7467.75,153187.5,0
White alone,Arkansas,High school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1688.509804,21.17647059,-78.09803922,2566.098039,4804.686275,2.37254902,51569.2451,154.5882353,273.1862745,1658.04902,61761.96078,4.362745098
White alone,Arkansas,High school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,738.6,1716.55,36.05,-6224.5,1820.35,1427.2,2.45,33299.5,590.1,937.5,662.05,30310,89
White alone,Arkansas,Some college education,Not Hispanic,Separated,Not in poverty,Owner with mortgage,147,1584.481481,37.03703704,-5589.518519,2467.37037,1855.814815,2.407407407,38176.62963,362.8518519,718.2592593,1073.148148,38253.33333,49.44444444
White alone,Arkansas,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,2179.125,0,-582.5,3404.625,4796.5,3,63694,161.75,865.7142857,2223.125,74687.5,0
White alone,Arkansas,High school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,119.1392405,1007.949367,48.14285714,-2228.506329,1443.139241,3617.582278,1.911392405,35784.81013,153.0886076,583.6491863,777.0886076,39477.21519,16.89873418
White alone,Arkansas,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,260.2727273,1017.272727,39.09090909,-6217.545455,1092,1552.545455,2.636363636,32732.36364,381.5454545,1601.272727,314.5454545,28128.18182,80.90909091
White alone,Arkansas,Less than a high school degree,Not Hispanic,Widowed,In poverty,Renter,0,0,16.28125,-1959.375,0,3770.78125,1.28125,6690.15625,56.21875,183.625,0,8245.4375,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,444,0,-2145,605.6666667,3441.111111,1.333333333,9186.111111,66.66666667,638.6666667,146.7777778,10973.33333,0
White alone,Arkansas,College degree,Not Hispanic,Married,Not in poverty,Renter,0,2024.046667,2.041944709,14250.92762,5577.398095,7250.870476,2.555238095,100093.0971,122.532381,27.50095238,5229.000952,134307.2571,2.542857143
White alone,Arkansas,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1299.27027,4.054054054,474.3243243,2580.324324,4723.27027,2.513513514,50669.59459,189.3243243,469.1891892,1555.162162,60684.32432,12.02702703
White alone,Arkansas,High school degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1325.246875,7.390625,-988.33125,2286.46875,3880.671875,2.16875,41211.93125,114.8,395.75,1149.6625,48400.96875,1.390625
White alone,Arkansas,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,198.7979798,2197.787879,40.98989899,-7127.525253,2314.010101,3500.454545,3.505050505,46475.77778,375.3737374,1115.070707,1073.040404,46576.56566,62.90909091
White alone,Arkansas,High school degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,1971.555024,8.416267943,553.9330144,3516.91866,4447.717703,2.205741627,49648.47847,128.1196172,322.3062201,1891.401914,61547.03349,10.64593301
White alone,Arkansas,Some college education,Not Hispanic,Divorced,In poverty,Renter,0,256.7419355,34.5483871,-2655.516129,114.3870968,3186.741935,1.483870968,6405.354839,80.67741935,456.3225806,0,6758.83871,0
White alone,Arkansas,Some college education,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,1096.1,0,-3666.25,632.4,3736.05,1.65,10443.8,160.1,292.2,81.3,11871.2,0
White alone,Arkansas,Less than a high school degree,Hispanic,Divorced,In poverty,Owner with mortgage,0,0,0,-1400,0,9090,1,-7690,0,0,0,0,0
White alone,Arkansas,Some college education,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1281.647059,4.705882353,3028.482353,2607.129412,4731.223529,1.788235294,52398.71765,121.2,108.2,1995.129412,65860.58824,5.235294118
White alone,Arkansas,High school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,679.6645963,3.335403727,1481.962733,1075.23913,4328.347826,1.50931677,39316.1677,46.2826087,57.19565217,1070.049689,47844.62733,0
White alone,Arkansas,College degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,0,458.8333333,0,733.3333333,671.5555556,3016.333333,1.444444444,39038.22222,0,80,811.6111111,44650,0
White alone,Arkansas,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,49,2778.5,0,-15590,1951,303.5,3.5,36106,0,0,0,25500,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Married,Not in poverty,Renter,0,1472.339943,7.338068182,179.4985836,2776.305949,5316.223796,2.580736544,52564.67705,110.7280453,285.5800283,1638.470255,63556.11898,7.563739377
White alone,Arkansas,Some college education,Not Hispanic,Never married,In poverty,Owner with mortgage,302.0454545,1015.545455,0,-3659.818182,617.3181818,2071.409091,1.545454545,10212.86364,86.09090909,276,58.81818182,9627.727273,20.22727273
White alone,Arkansas,High school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2667.144,12.94354839,508.216,4180.808,5117.584,2.84,57823.48,239.928,477.2186667,2282,71819.28,7.12
White alone,Arkansas,Some college education,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2019.814516,8.713709677,2003.770161,3912.560484,4293.955645,2.262096774,55035.7379,188.1733871,373.4677419,2437.947581,69164.95968,10.76612903
White alone,Arkansas,College degree,Not Hispanic,Married,In poverty,Owner with mortgage,711.9,403.4,7.1,-6044.1,331.3,5424,2.8,13826.7,60,2644.8,18.9,10492,44.5
White alone,Arkansas,Less than a high school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,0,0,0,-10200,0,100,3,23448,2603,0,0,10300,445
White alone,Arkansas,College degree,Not Hispanic,Married,In poverty,Renter,0,370.7391304,17.39130435,-4301.565217,312.7826087,7585.913043,2.347826087,11104.21739,104.2608696,0,33.17391304,14983.47826,0
White alone,Arkansas,Some college education,Hispanic,Married,Not in poverty,Owner with mortgage,455.125,2717.75,0,-6651.5,4681.125,2860.875,3.625,55755.875,585.5,900,2176,59775,0
White alone,Arkansas,Some college education,Hispanic,Never married,Not in poverty,Owner with mortgage,0,2778.75,0,-4255.25,2932.5,7187.75,3,35286.5,0,0,944.5,44875,0
White alone,Arkansas,College degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,7.298780488,3011.621951,6.804878049,6981.52439,6427.573171,5171.481707,3.018292683,81838.54878,223.1219512,29.92682927,4452.993902,107538.7195,13.56097561
White alone,Arkansas,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2362.947368,3.162679426,1643.229665,4287.564593,5727.578947,2.899521531,65838.50718,222.1626794,231.4381408,2717.679426,82090.76555,6.387559809
White alone,Arkansas,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,265.9375,1633.125,107.53125,-3021.8125,2053.40625,2113.9375,2.1875,31760.8125,112.46875,689.28125,873.03125,34167.8125,69.5
White alone,Arkansas,Some college education,Not Hispanic,Widowed,In poverty,Renter,0,17.19354839,25.80645161,-1963.258065,7.35483871,3465.290323,1.322580645,6953.806452,0,296.5483871,0,8158.064516,0
White alone,Arkansas,Some college education,Hispanic,Separated,Not in poverty,Owner with mortgage,6522,0,440,-19000,0,50,5,40251,2398,2940,0,9000,0
White alone,Arkansas,Some college education,Not Hispanic,Married,Not in poverty,Renter,0,1821.891709,5.247884941,2382.147208,3635.447547,6532.926396,2.620981387,68558.08629,205.9500846,107.8390863,2416.844332,85069.40778,5.646362098
White alone,Arkansas,High school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,200.4925373,2135.350746,36.40601504,-3335.044776,2811.679104,2581.425373,2.335820896,39378.40299,278.358209,832.361194,1223.731343,43445.67164,33.20895522
White alone,Arkansas,Some college education,Hispanic,Divorced,Not in poverty,Renter,0,7917,0,-21843,6115,11705,6,76107,600,0,498,79900,0
White alone,Arkansas,High school degree,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,2969,0,1222.5,3749,4055.5,1.5,35493,0,0,1511,49000,0
White alone,Arkansas,Some college education,Not Hispanic,Widowed,Not in poverty,Renter,0,631.5174129,11.14427861,1819.880597,1111.243781,4420.21393,1.517412935,43238.83582,49.07462687,41.27363184,1216.646766,52329.85075,0
White alone,Arkansas,High school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,0,1675,0,1705,1683,0,1,34001,0,0,1336,40400,0
White alone,Arkansas,High school degree,Not Hispanic,Divorced,In poverty,Renter,0,192.469697,14.62121212,-2094.212121,116.9545455,2383.212121,1.333333333,5259.166667,46.96969697,587.5151515,0.954545455,5245.151515,6.742424242
White alone,Arkansas,Some college education,Not Hispanic,Widowed,In poverty,Owner with mortgage,1356.333333,219.8888889,71.11111111,-1425,204,1211.222222,1.111111111,7137.222222,0,382.6666667,51.55555556,5588.888889,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1220.617284,11.25,-1776.716049,1831.530864,2593.691358,1.950617284,33639.62963,91.35802469,383.6419753,801.1111111,37801.7284,21.97530864
White alone,Arkansas,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2493.083333,1.972222222,-224.6666667,4078.333333,6377.694444,2.972222222,55292.13889,116.6388889,390.6587302,2122.611111,69630,0
White alone,Arkansas,Less than a high school degree,Not Hispanic,Separated,In poverty,Owner with mortgage,298.125,518.625,0,-4262.125,233.625,4870,2,7488.875,224.875,243.5,0,8082.5,0
White alone,Arkansas,College degree,Not Hispanic,Widowed,Not in poverty,Renter,0,527.381295,7.26618705,8325.705036,1252.719424,5117.338129,1.366906475,59390.39568,47.48920863,27.28057554,2538.258993,77069.71223,0
White alone,Arkansas,Less than a high school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,3069.625,0,-10509.5,4611.625,1141.75,4,55062.625,674.625,367.5,1672,53950,55.625
White alone,Arkansas,High school degree,Hispanic,Divorced,Not in poverty,Renter,0,5900,0,-177,7597,6052,3,102199,0,0,1529,123100,0
White alone,Arkansas,Less than a high school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,5938,0,-1740,5968,2775,4,63881,0,0,2038,78860,0
White alone,Arkansas,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3692.25,112.5,-2052.5,6491,3030.25,3.25,64834.25,299.75,225,2382.25,77740,0
White alone,Arkansas,Less than a high school degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,4072.7,0,-8389.9,4688.5,2430.7,4.4,61902.5,920.4,96.8,2044.3,65942,0
White alone,Arkansas,High school degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3984.736842,0,-8783.157895,5768.052632,4050.052632,4.368421053,60944.47368,800.4210526,50.94736842,2066.368421,67142.10526,0
White alone,Arkansas,High school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,1979,0,3338,7664,7348.5,2.5,53193.5,0,3486,3085.5,72900,222.5
White alone,Arkansas,Some college education,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,3959,0,750,4567,8090,2,38892,0,0,1742,58000,0
White alone,Arkansas,College degree,Hispanic,Never married,Not in poverty,Renter,0,1599,0,3677,4131,0,1,43258,0,0,2286,54950,0
White alone,Arkansas,High school degree,Hispanic,Widowed,Not in poverty,Renter,0,989.5,0,326.25,1243.25,4523,1.5,31009,0,0,784,39225,0
White alone,Arkansas,Some college education,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,2093.5,0,-1437.5,2257,793,1.5,25104,0,0,690.5,29500,0
White alone,Arkansas,High school degree,Hispanic,Married,Not in poverty,Renter,0,3646.875,0,-13820.5,4301,3742,5,60384.375,1168,944.5,1440,57410,83.375
White alone,Arkansas,Some college education,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,868.8,2.366666667,-3815.5,840.5,7584.766667,2.366666667,11005.43333,103.3666667,361.2666667,236.7333333,16253.66667,0
