Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,166.9433962,2981.264151,10.22641509,-8355.169811,4427.528302,4071.603774,4.075471698,56626.54717,1093.113208,1061.886792,1685.415094,59208.30189,41.98113208
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,3298.833333,0,-3211,3139.5,5013.166667,2.666666667,41178.33333,0,412.5,1077,50083.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,3136.449275,16.52173913,-7980.072464,4755.130435,2545.449275,4.101449275,56066.28986,663.5072464,651.6521739,1710.666667,58838.4058,12.89855072
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,4963.4,0,-1430.4,9758.2,5112.8,5,105921.8,359.8,1444.8,3778.8,126300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Divorced,Not in poverty,Renter,0,2838.428571,0,-1570.714286,5286.714286,2976.428571,3,52073.14286,257,718.2857143,2212.857143,62714.28571,127.1428571
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,4730.083333,0,2948.583333,9102.666667,7351.166667,3.416666667,83716.66667,249.8333333,0,4180.833333,111780,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Divorced,In poverty,Owner with mortgage,0,0,79.33333333,-4300,0,3708.5,2,12322.5,299.75,3160,0,8175,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Never married,In poverty,Owner with mortgage,0,1979,0,-5905,3532,420,3,24476,0,0,498,25000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Divorced,Not in poverty,Renter,0,2436,0,-2688.333333,3233.333333,1432.666667,2.333333333,50185,31.33333333,0,1799.333333,56366.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,5300.5,0,-6992.5,1203.333333,3413.333333,2.833333333,10584.66667,650.6666667,0,258.1666667,13116.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,428.3333333,672.5,116.6666667,-1746.833333,1167.833333,3029.666667,1.5,27707.33333,0,670,574.5,30190,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Divorced,Not in poverty,Owner with mortgage,748.8333333,2290.166667,0,-7408.666667,2842.833333,2674.333333,2.666666667,41934.83333,516.6666667,699.7142857,771.5,41256.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,3958.666667,0,-6747.333333,5125.666667,5056,4,61671.66667,399.6666667,0,2136.666667,70333.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Widowed,In poverty,Renter,0,0,0,-1400,0,1400,1,480,0,0,0,480,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Never married,In poverty,Renter,0,0,0,-2800,0,3370,3,1930,0,0,0,2500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,2737.25,150,863.0833333,6500.25,4784.083333,3.083333333,67305.16667,108.4166667,50,3585.333333,85466.66667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,3101.428571,1837.785714,46.42857143,-13710.71429,1826.785714,2200.428571,5.714285714,46773.92857,821.0714286,3654,522.3571429,31814.28571,63.57142857
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,3273.5,0,-22480,1526.5,832.5,5,38637.5,950.5,0,0,19950,889.5
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1314.909091,52.36363636,2720.636364,3032.272727,4558.909091,2.181818182,58838.36364,0,38.18181818,1893.636364,72395.45455,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Divorced,Not in poverty,Renter,0,989.5,0,9704.5,4972.5,1085,1.5,54366.5,0,0,3632,74750,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Never married,Not in poverty,Renter,0,3882.4,0,-3756.6,7015.4,4344.2,4,80623.8,498.6,34,3423.8,95000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Married,Not in poverty,Renter,0,3711.123077,0,-8030.923077,5285.230769,4016.969231,4.338461538,62700.84615,904.5384615,272.6153846,1921.153846,68418.46154,41.07692308
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Never married,In poverty,Owner with mortgage,1057.2,1636.6,0,-3127.2,1047,3571.6,1.8,13476.8,0,300,112.4,15360,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Never married,Not in poverty,Renter,0,4353.25,100,-7915.375,5696.125,1107.375,4.5,69779.625,162.625,576,1917.375,74187.5,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,989.5,0,-5181,803.5,4565,1.5,9703.5,300,182,101,10500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Widowed,Not in poverty,Renter,0,2322,0,-9473,2472.333333,3247.333333,4,51912,599.6666667,0,715,49893.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Divorced,Not in poverty,Renter,0,2721.625,0,-74.875,4691.375,3194.875,2.75,54334.5,311.625,0,2457.625,66662.5,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,0,1748.611111,0,668.2777778,4080.444444,1185.666667,1.666666667,40007.83333,232.0555556,120.0555556,1869.944444,49130.55556,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Separated,Not in poverty,Renter,0,3959,0,54,3994,1635,2,41279,0,0,1279,52200,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1180,0,-4622,891.5,13169,2.5,12231.5,0,0,0,22850,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Never married,Not in poverty,Renter,0,4427.307692,0,-1420.384615,6669.769231,3209.230769,4.153846154,63208.15385,200.2307692,26.15384615,2655.384615,78630.76923,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Married,Not in poverty,Renter,0,3688.684211,0,632.2894737,5911.052632,5033.578947,3.973684211,79464.63158,701.3157895,376.7894737,3665.947368,97319.73684,35.10526316
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Separated,Not in poverty,Renter,0,2969,0,8451.5,6472,5895,2,57738.5,0,0,3874,85400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,1583.4,0,-1661.6,3910,5000,3,49664,1020.6,0,2285,59760,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Widowed,Not in poverty,Renter,0,0,0,-2100,0,1807.5,1.5,21392.5,0,0,0,21100,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Widowed,Not in poverty,Renter,0,1979.5,0,39.5,3702.5,13899,3.5,75263.5,300,120,2456,96920,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,3740.882353,52.94117647,-3020.441176,5091.470588,2301.970588,3.764705882,65456.73529,408.3529412,497.2352941,2732.117647,75344.11765,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Never married,Not in poverty,Owner with mortgage,0,2512,0,-1784.2,4126.1,3208,2,42228.8,770.6,0,1899.8,51420,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Never married,In poverty,Renter,0,0,0,-1400,0,250,1,1150,0,0,0,0,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner with mortgage,314.5,469.3333333,0,-5126.166667,430.8333333,1106.666667,2.333333333,12601.66667,199.8333333,1838,77.33333333,7133.333333,74.16666667
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Widowed,In poverty,Renter,0,418.5,0,-1690.5,268.5,1575,1,7698.5,0,120,0,8150,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,0,0,-1400,0,300,1,9100,0,0,0,8000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1713,0,-2532,566,300,1,7353,0,0,0,7400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Married,In poverty,Renter,0,0,400,-2800,0,400,2,6800,0,0,0,4000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,1979,0,-4340,5355,150,3,63769,0,0,3087,70000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Never married,In poverty,Renter,0,1979,0,-2526,1454,18000,2,1923,0,2124,294,19000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,659.6666667,0,-2381.666667,969,5101.333333,1.666666667,11244.66667,0,0,440.3333333,16500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Hispanic,Married,In poverty,Owner with mortgage,0,1142,0,-13750,650.5,3143,4,17699.5,300,85,0,8500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,0,0,-1365,0,3282,1,25083,0,0,0,27000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3752.157895,2.192982456,14878.76316,9155.192982,6003.438596,3.447368421,114002.5,313.8157895,23.36842105,6882.850877,154402.7193,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,0,0,-1400,0,7305,1,2945,0,0,0,8850,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,0,0,-2800,0,750,2,2050,0,0,0,0,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Widowed,In poverty,Renter,0,0,88,-1680,0,1459,1.4,8287.4,0,218.4,0,7760,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,0,0,-3300,25,8882,2,17333,600,420,0,21920,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,2921.5,0,2349.25,7153.25,2994.25,2.75,64668.75,625,0,3613.5,83075,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,0,2528.571429,0,591.7142857,6506.071429,4412.071429,2.928571429,69335.35714,212.7857143,106.5714286,3445.714286,86500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,100,0,-1415,0,200,1,1215,0,0,0,100,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,4575.266667,0,1230.8,7824.133333,7314.133333,4.066666667,85272.73333,399.8,88.53333333,4284.866667,109966.6667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,3220.736842,0,3847.263158,5632.736842,6540.894737,2.842105263,67807.63158,220.9473684,243.1578947,3428.315789,89990,23.42105263
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Married,In poverty,Renter,0,791.6,80,-5754.8,670,6479,3,3594.2,0,0,0,5700,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3880.2,0,3179.333333,7034.933333,6129.133333,3.2,85230.73333,159.9333333,221.8,3793.933333,109192.6667,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2234.625,18.33333333,-2766.916667,3442.666667,5534.125,2.583333333,51295.20833,516.3333333,428.125,1552.208333,60387.5,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Widowed,Not in poverty,Renter,0,0,0,-1559.5,0,2600,1.25,35455.25,325.25,0,129.25,36300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Married,In poverty,Renter,0,659.6666667,0,-3300.666667,565.3333333,7135.666667,2,6280.333333,0,0,0,11340,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,0,0,-1400,0,20,1,3780,0,0,0,2400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Never married,Not in poverty,Owner with mortgage,564.5263158,2760.578947,0,-3664.210526,3492.105263,3566.157895,2.578947368,40745.31579,194.7368421,207.7894737,1402.473684,47288.42105,46.84210526
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Never married,Not in poverty,Renter,0,2543.125,0,4689.4375,5455.4375,5636.25,2.125,64479.5,43.375,612.5,3285.5625,85433.125,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,2753.2,22.93333333,722.0666667,5725.133333,4367.733333,2.466666667,57219.8,466.4,0,2904.866667,73203.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,81.81818182,782,18.18181818,-3797.636364,806.6363636,1046.818182,2.090909091,32133.27273,218,1128.727273,480.5454545,29877.27273,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Separated,In poverty,Renter,0,0,0,-5800,0,75,2,14597,600,3672,0,4600,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,0,1979,0,495,2295,7100,1,17210,0,0,921,30000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,0,2287.5,0,2032,4119.8,2740,1.8,46482.1,130.1,109.2,2174.1,59596,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Divorced,In poverty,Owner with mortgage,0,970.5,0,-2790.5,482,6825,1.5,6821,0,1008,0,11300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,0,1945.588235,41.17647059,2213.176471,4175.470588,2729.352941,1.941176471,49082.17647,288.2352941,441.6470588,2517.529412,61840,52.35294118
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,0,2357,0,-8376.8,2807.7,3600.9,3.1,44734.5,930.1,0,1135.8,44730,178
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,339.21875,2420.5625,20.3125,-5042.5,3046.96875,3017.03125,2.90625,45190.15625,350.0625,657.1458333,1404.9375,49088.125,41.71875
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,29062,0,-18337,6363,11319,7,35948,1799,0,1549,62000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,92.92,1044.44,13.56,-2940.52,1808.68,2069.24,1.96,32639.04,343.88,709.16,702.36,34388,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Never married,In poverty,Renter,0,0,0,-1400,0,1500,1,-100,0,0,0,0,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Never married,In poverty,Owner with mortgage,0,3197,0,-4671,2092,150,2,14031,0,0,0,14800,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Widowed,In poverty,Renter,0,0,0,-5800,0,580,2,11328,600,5508,0,0,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,571.3157895,3376.578947,0,-12559.78947,3065.736842,2676.368421,4.631578947,49942.94737,730.1052632,754.2105263,973.3684211,45580.52632,23.42105263
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Separated,In poverty,Renter,0,0,0,-1400,0,6339,1,-4639,0,50,0,250,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,345.75,494.75,0,257,1185.75,2241,1,23686.75,0,270,675.5,27925,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3754.454545,0,1324.272727,6358.181818,2824.727273,4,85687.36364,218,193.0909091,4317.636364,103855.4545,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Separated,Not in poverty,Owner with mortgage,347,1814.166667,0,-1796.166667,2654.666667,3158.333333,2.166666667,39057.16667,465.1666667,288,1460.5,45248.33333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Married,Not in poverty,Owner with mortgage,33.44444444,3008.416667,9.555555556,-2088.722222,4900.111111,4772.277778,3.277777778,58819.52778,291.6666667,260.6111111,2167.75,70886.38889,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Divorced,In poverty,Renter,0,701.4285714,0,-3140.714286,475.5714286,6126.714286,1.857142857,9182.714286,85.71428571,303.4285714,71.85714286,13028.57143,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Married,In poverty,Renter,0,396.4166667,4.166666667,-3030.583333,199,9024.083333,2.083333333,7586.333333,0,0,64.66666667,14235.83333,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3805.159091,0,-1368.818182,7366.977273,5105.545455,3.772727273,79920.31818,660.25,422.8181818,3481.522727,97265,10.11363636
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,2375.2,0,28366.8,8364.6,4830.2,3,135561.2,479.6,0,8763.4,187220,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Never married,In poverty,Renter,0,571,0,-2866.5,182,453.75,1.75,8206.75,0,777,0,5770,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Separated,Not in poverty,Owner with mortgage,0,3959,0,-13647.5,5355.5,6267,5,74315,899.5,0,2173,77300,222.5
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Separated,Not in poverty,Renter,0,1066,0,5148,4131,700,2,54320,0,420,3056,68000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Married,In poverty,Renter,0,744.75,344,-2672.75,549,6285.5,1.75,9764.5,0,60,33,14300,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,0,989.5,0,-1769,574,3100,1,10539.5,0,0,66,13500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Married,In poverty,Owner with mortgage,0,0,0,-2800,0,8100,2,7813,0,1053,0,12060,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,4214.772727,0,-33.1969697,6377.348485,3977.590909,4.409090909,82215.71212,787.5606061,564.5909091,3507.242424,99103.0303,26.95454545
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,0,0,-3274.5,0,2498.25,2,28555.75,0,1576.5,297,26500,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Renter,0,1649.5,0,-1617.666667,2129.333333,7525.666667,3.166666667,60048.66667,0,0,940,70675,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Married,Not in poverty,Renter,0,1413.941176,0,-5833,2337.235294,4631.058824,3.294117647,46689.82353,278.7647059,406.9117647,1031.970588,49585.29412,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Divorced,In poverty,Renter,0,1334.75,0,-3581,574.25,1750,1.5,4777.75,0,323.25,0,4532.5,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Never married,In poverty,Owner with mortgage,0,1979,0,-1379,1377,6150,1,9613,0,0,260,18000,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Separated,In poverty,Owner with mortgage,0,0,0,-2800,0,500,2,2300,0,0,0,0,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2774.022989,6.620689655,2737.275862,5900.091954,5702.643678,2.91954023,73184.03448,211.2068966,37.10344828,3332.103448,93375.05747,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Divorced,Not in poverty,Owner with mortgage,13.2,2291.3,0,-10847.6,2672.7,598.3,3.1,42718.2,1130.4,499.2,634.3,36380,44.5
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Never married,In poverty,Owner with mortgage,2643,0,0,-2100,0,210,1.5,9183,0,750,0,3900,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,395.8,0,-2345.8,304.6,4250.4,1.8,31810.2,0,0,150.8,34566,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,989.5,0,-8202.5,1589.5,2400,3,18467,0,0,206.5,15450,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,0,3959,0,-13680,2341,2773,3,56207,1199,0,0,50400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Separated,In poverty,Renter,0,0,0,-1400,0,1570,1,9030,0,0,0,9200,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Married,In poverty,Owner with mortgage,0,2042.666667,0,-10908.66667,997.3333333,1721.666667,3.333333333,20600.5,400,946.3333333,0,13033.33333,74.16666667
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,1979.25,0,21324.25,5967.25,5806.75,2.75,93492,150,0,6430.5,134850,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,College degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3693.666667,0,12172.86667,8493.2,6267.4,3.733333333,101990.8667,393.2666667,240,6092.133333,138624,59.33333333
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,High school degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,30.33333333,329.8333333,0,-2553,140.3333333,854.3333333,1.333333333,12068.66667,100,310,0,10400,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Some college education,Hispanic,Separated,Not in poverty,Owner with mortgage,0,3959,0,-865,4560,2325,2,48723,0,0,898,59600,0
"Other (American Indian or Alaska Native, Pacific Islander, multiracial)",Arkansas,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2337.066667,0,6992.466667,6362.333333,3848.533333,2.8,84307.13333,219.7333333,0,4353.933333,108122,0
