Race,St,Education,Hispanic,Mar,SPM Poor,SPM TenMortStatus,SPM CapHouseSub (AVG),SPM CapWkCCXpns (AVG),SPM EngVal (AVG),SPM FedTax (AVG),Spm Fica (AVG),SPM MedXpns (AVG),SPM NumPer (AVG),SPM Resources (AVG),SPM SchLunch (AVG),SPM SnapSub (AVG),SPM StTax (AVG),SPM Totval (AVG),SPM WICval (AVG)
Black alone,District of Columbia,High school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1979,0,3420,7115,2650,3,112083,355,2400,4707,129200,0
Black alone,District of Columbia,College degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,616.5,1322.875,125,4539,3286.75,4431.25,1.375,47037.625,0,315,1769.25,61330,0
Black alone,District of Columbia,College degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,226.8974359,3355.794872,30.76923077,21194.66667,11475.46154,3575.794872,3.025641026,118063.2821,149.9487179,459.0769231,9613.179487,166378.9744,32.23076923
Black alone,District of Columbia,High school degree,Not Hispanic,Divorced,Not in poverty,Owner with mortgage,1901.6,930.16,120.2,5729.12,3329.88,2625.32,1.56,53358.32,73.16,1498.56,2877.12,65256.4,0
Black alone,District of Columbia,Some college education,Not Hispanic,Separated,Not in poverty,Renter,0,2207.5,0,9552,5279,972.5,2,84650,0,1200,5039,106500,0
Black alone,District of Columbia,Some college education,Not Hispanic,Separated,Not in poverty,Owner with mortgage,0,1979,0,-2440,7771,3,3,71793,709,2000,3602,80000,0
Black alone,District of Columbia,High school degree,Not Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,1358.090909,0,14331.09091,3133.681818,5699.636364,2.5,91953.13636,18.68181818,320.7272727,5451.363636,121456.8182,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Widowed,In poverty,Renter,0,0,0,-1400,0,32947,3,18453,0,0,0,50000,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Married,Not in poverty,Renter,0,1773.6,0,-418.6,3156.8,3775.2,2.6,44518.2,0,0,1214.8,54020,0
Black alone,District of Columbia,College degree,Not Hispanic,Divorced,In poverty,Renter,0,114,0,-1553,76.5,1280,1,3098,0,0,-765.5,2250,0
Black alone,District of Columbia,College degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3959,0,15295,11093,6250,2,101662,0,0,7742,146000,0
Black alone,District of Columbia,College degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,1979,0,3420,7115,2650,3,112083,355,2400,4707,129200,0
Black alone,District of Columbia,Some college education,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2464.245283,18.86792453,7122.339623,5694.773585,4223.113208,2.452830189,75278.92453,87.37735849,473.1698113,3997.075472,98200.9434,0
Black alone,District of Columbia,Some college education,Not Hispanic,Divorced,In poverty,Owner with mortgage,1326,282.7142857,0,-1992.142857,306,3159.428571,1.571428571,15189.14286,256.2857143,1362.857143,-78.57142857,13921.42857,0
Black alone,District of Columbia,High school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,896.5555556,47.77777778,3729.333333,1555.666667,4586.111111,1.888888889,58611.44444,0,0,2263,71594.44444,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,849.5,504.25,0,-2297.25,392.5,262,1.25,10900.25,0,1445.142857,-681.5,6350,78.5
Black alone,District of Columbia,Some college education,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,2258.666667,0,-9703,890.3333333,4430,5,42919.33333,18.66666667,480,-523,39773.33333,0
Black alone,District of Columbia,Some college education,Not Hispanic,Separated,In poverty,Owner with mortgage,0,0,0,-1400,0,740,1,15328,0,2352,-16,12300,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,4044.285714,1391.857143,14.28571429,-5449.571429,3068.714286,4686.714286,2.857142857,44979.71429,152,3411.428571,-193.4285714,40817.14286,44.85714286
Black alone,District of Columbia,College degree,Not Hispanic,Separated,In poverty,Owner with mortgage,0,571,0,-4452,1224,2300,2,19965.5,0,0,-108.5,19500,0
Black alone,District of Columbia,College degree,Not Hispanic,Married,In poverty,Renter,0,1332,250,-3436,1239.5,4716,3,25574.5,0,1500,-76,27600,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner with mortgage,3621.05,506.5,255.2631579,-3958.35,240.45,1169.1,1.65,14041.95,35.5,1246.8,-397.95,6661.5,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,6202.407407,732.962963,87.5,-2568.740741,1743.62963,2136.851852,2.407407407,42529.66667,170.7037037,2589.185185,944.4074074,36802.22222,23.25925926
Black alone,District of Columbia,High school degree,Not Hispanic,Divorced,In poverty,Renter,0,0,0,-2800,0,5890,2,-3090,0,0,0,0,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,989.75,0,-6846.25,287,4141.25,4.5,41983,28,360,83.25,40250,0
Black alone,District of Columbia,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,1979,0,4488,4973,3330,2,48721,0,0,3009,66500,0
Black alone,District of Columbia,Some college education,Hispanic,Widowed,In poverty,Owner with mortgage,0,457,0,-2425,512,340,1,15291,0,450,-1025,12700,0
Black alone,District of Columbia,College degree,Hispanic,Never married,Not in poverty,Renter,0,3959,0,2555,8798,4736,3,90252,0,0,4700,115000,0
Black alone,District of Columbia,High school degree,Not Hispanic,Married,Not in poverty,Renter,0,2156.833333,0,4497.666667,4698.5,6917.166667,2.75,73269.91667,0,25,3276.75,95141.66667,0
Black alone,District of Columbia,College degree,Not Hispanic,Never married,In poverty,Owner with mortgage,3559.923077,644.0769231,92.30769231,-2373.769231,416.2307692,1018.307692,1.307692308,12117,0,488.3076923,-481.3076923,7523.076923,0
Black alone,District of Columbia,College degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,0,1979,0,-5004.5,1912.5,8191,2,20447.5,177.5,1400,-548.5,25400,0
Black alone,District of Columbia,High school degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,3646,325.1818182,27.27272727,-1809.454545,302.9090909,1577.272727,1.181818182,12734.45455,0,1164.909091,-447.6363636,7844.545455,0
Black alone,District of Columbia,Some college education,Not Hispanic,Never married,Not in poverty,Owner with mortgage,2728.597561,1788.378049,222.0125,286.0365854,3495.707317,2833.158537,2.085365854,47895.85366,110.695122,1342.261324,1471.329268,53525.85366,30.67073171
Black alone,District of Columbia,College degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,2246,0,12118.5,8320,2171.5,2,86150,0,0,5544,116550,0
Black alone,District of Columbia,High school degree,Hispanic,Never married,In poverty,Owner with mortgage,0,1979,0,-6145,1760,4150,3,22055,0,0,-799,23000,0
Black alone,District of Columbia,High school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2670.44898,448.9795918,6827.306122,6161.408163,7289.714286,3.530612245,87171.79592,108.5510204,1484.244898,4575.061224,112663.8776,19.2244898
Black alone,District of Columbia,College degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,0,0,-2800,0,4614.666667,2,21918.66667,0,0,0,23733.33333,0
Black alone,District of Columbia,Some college education,Not Hispanic,Widowed,In poverty,Renter,0,0,0,-1400,0,2600,1,1900,0,0,0,3100,0
Black alone,District of Columbia,College degree,Hispanic,Never married,In poverty,Owner with mortgage,0,1979,0,-2568,1018,200,1,14593,0,450,-1472,13300,0
Black alone,Florida,College degree,Not Hispanic,Widowed,Not in poverty,Renter,0,1207.122449,0,3009.571429,1690.877551,4701.102041,2.183673469,62599.02041,114.3061224,430.7755102,0,72626.93878,35.53061224
Black alone,Florida,College degree,Not Hispanic,Separated,Not in poverty,Owner with mortgage,645.44,2235,19,-3338.36,3717.24,3120.4,2.96,57011.8,341.24,1213.04,0,60475.2,52.2
Black alone,Florida,Less than a high school degree,Not Hispanic,Married,Not in poverty,Renter,0,1835.914692,37.91469194,1125.251185,3162.113744,4925.203791,2.857819905,61831.14218,113.7440758,765.6066351,0,72061.13744,4.123222749
Black alone,Florida,College degree,Hispanic,Never married,In poverty,Renter,0,266.5,0,-1871.25,306,3965,1.25,3184,0,0,0,5850,0
Black alone,Florida,Some college education,Not Hispanic,Never married,Not in poverty,Renter,0,2849.207447,21.27659574,905.4680851,4620.797872,5617.606383,2.819148936,64230.05851,142.2819149,803.9262918,0,77291.01064,18.51595745
Black alone,Florida,Some college education,Hispanic,Married,Not in poverty,Owner with mortgage,1158.588235,3136.941176,0,192.2941176,4661.117647,6783.941176,3.176470588,67690.05882,144.7058824,1497.176471,0,79464.70588,76.82352941
Black alone,Florida,Some college education,Not Hispanic,Never married,In poverty,Renter,0,1036.093023,0,-5360.813953,563.7209302,4682.162791,2.511627907,12126.7907,172.9302326,1189.488372,0,11724.18605,50.60465116
Black alone,Florida,High school degree,Not Hispanic,Separated,In poverty,Owner with mortgage,1036.125,802.3,8.75,-5463.2,438.175,1704.5,2.175,14060.95,235.125,1603.366667,0,8696.75,32.625
Black alone,Florida,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3460.853933,53.93258427,-3069.606742,4958.224719,6013.94382,3.91011236,70150.67416,271.4157303,1572.941894,0,79593.59551,34.23595506
Black alone,Florida,Some college education,Hispanic,Never married,Not in poverty,Renter,0,2112.5,0,4358.833333,5278.666667,5278.666667,2.666666667,65111.5,0,290,0,81850,0
Black alone,Florida,Less than a high school degree,Hispanic,Married,Not in poverty,Owner with mortgage,0,1979,0,-5945,1760,5175,5,52071,0,2040,0,53000,0
Black alone,Florida,High school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,8771,0,350,-1400,0,0,1,16833,0,6312,0,0,0
Black alone,Florida,Less than a high school degree,Hispanic,Widowed,Not in poverty,Owner with mortgage,2054,1629.2,0,-2248.8,1672.4,2463.6,2,30359.8,98.4,153.6,0,31570,0
Black alone,Florida,Some college education,Hispanic,Separated,Not in poverty,Owner with mortgage,0,1294,0,-4712.5,1453.5,607.5,2,31877.5,0,1020,0,29500,0
Black alone,Florida,College degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1900.926471,0,4538.338235,4128.088235,4893.514706,2.235294118,70049.80882,47.63235294,551.6470588,0,84911.17647,0
Black alone,Florida,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,1140,2896.7,0,2384,5307.7,8537.7,2.6,61554.7,0,1430.4,0,78530,0
Black alone,Florida,College degree,Not Hispanic,Separated,Not in poverty,Renter,0,2575.666667,0,14080.44444,4769.666667,5342.444444,2.777777778,94531,170.1111111,466.6666667,0,120777.7778,0
Black alone,Florida,Some college education,Hispanic,Never married,Not in poverty,Owner with mortgage,335.3571429,2210.321429,142.8571429,-3616.392857,3457.892857,2001.5,2.357142857,44374.42857,145.3214286,744.8571429,0,47096.42857,0
Black alone,Florida,Less than a high school degree,Hispanic,Divorced,Not in poverty,Owner with mortgage,0,1522.5,0,-448.75,2194,765,1.75,35867.25,0,750,0,39150,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Divorced,In poverty,Renter,0,411.9444444,0,-3093.277778,232.8333333,1109,1.611111111,11871.55556,109.3888889,648.6666667,0,9773.888889,0
Black alone,Florida,Some college education,Hispanic,Widowed,Not in poverty,Renter,0,0,0,-1400,0,1782,1,20718,0,0,0,21100,0
Black alone,Florida,High school degree,Not Hispanic,Divorced,In poverty,Renter,0,1007.578947,0,-3784.894737,570,3275.105263,2,11139.60526,38.84210526,666.1403509,0,11479.47368,22.89473684
Black alone,Florida,Less than a high school degree,Not Hispanic,Never married,In poverty,Renter,0,836.9302326,8.139534884,-4609.488372,331.3488372,2524.860465,2.651162791,16028.02326,91.58139535,1399.44186,0,13602.32558,10.11627907
Black alone,Florida,Less than a high school degree,Hispanic,Separated,Not in poverty,Owner with mortgage,4138,0,0,-1400,0,240,1,17706,0,1008,0,11400,0
Black alone,Florida,College degree,Not Hispanic,Never married,In poverty,Owner with mortgage,854.3934426,1144.918033,11.66666667,-3349.114754,906.9016393,3247.901639,1.573770492,12925.88525,68.86885246,760.5901639,0,13165.90164,14.26229508
Black alone,Florida,College degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,81,1596.2,0,3025.166667,3506.233333,4731.733333,1.733333333,54232.1,0,750,0,66260.46667,0
Black alone,Florida,Some college education,Not Hispanic,Widowed,Not in poverty,Renter,0,1109.533333,0,-349.9333333,1643.7,3775.95,1.733333333,40741.9,16.4,591.2833333,0,46313.33333,0
Black alone,Florida,College degree,Not Hispanic,Married,In poverty,Owner with mortgage,1089.2,1734.685714,0,-6434.828571,1004.085714,4710.257143,2.571428571,16737.74286,185.9428571,592.4571429,0,15884.28571,0
Black alone,Florida,High school degree,Hispanic,Never married,Not in poverty,Renter,0,1979.5,0,2909,3404.5,4043.5,2,55764,0,0,0,68100,0
Black alone,Florida,College degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,4625.48,0,8892.36,8750.92,4750.68,3.44,99006.4,535.6,50.08,0,125440,0
Black alone,Florida,College degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,2892.833333,0,2439.5,5390.833333,4073,2.5,65634,0,780,0,79650,0
Black alone,Florida,Some college education,Hispanic,Divorced,Not in poverty,Owner with mortgage,467.8888889,1865,444.4444444,-3161.444444,2582.444444,2921.888889,2.333333333,47794.11111,54.66666667,375.5555556,0,50611.11111,48.33333333
Black alone,Florida,College degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,260.9538462,3676.7,3.269230769,-241.4115385,6372.984615,3946.203846,3.357692308,75739.96538,377.9807692,659.5051282,0,88317.4,18.40769231
Black alone,Florida,High school degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3955.466667,0,10241.66667,7944,5476.733333,3.8,114472.8667,286.7333333,1797.866667,0,139936.6667,0
Black alone,Florida,Some college education,Not Hispanic,Married,Not in poverty,Renter,0,2480.188725,26.2254902,1740.848039,4251.77451,5706.379902,3.056372549,76971.46078,154.4142157,646.7941176,0,90376.66667,11.72794118
Black alone,Florida,High school degree,Hispanic,Divorced,Not in poverty,Renter,0,1979,0,-2937,2372,6375,3,52980,0,0,0,60770,0
Black alone,Florida,Some college education,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3597.856502,10.65022422,3136.829596,6229.998879,5731.695067,3.31838565,86390.70628,281.1076233,481.1221973,0,104368.778,4.876681614
Black alone,Florida,High school degree,Hispanic,Widowed,Not in poverty,Renter,0,0,0,-246,0,1847,1,27499,0,0,0,29100,0
Black alone,Florida,College degree,Not Hispanic,Separated,In poverty,Owner with mortgage,0,2397.666667,0,-7668.333333,1142.666667,2523.333333,2,18371.33333,0,166.6666667,0,16600,0
Black alone,Florida,College degree,Hispanic,Divorced,Not in poverty,Renter,0,1979.25,0,-3388.75,2754.25,3196.75,2.75,53109.75,246,55,0,57350,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Separated,Not in poverty,Renter,0,1460.272727,0,-641.3636364,2130.454545,1938,2.363636364,46209,0,1560,0,49536.36364,0
Black alone,Florida,College degree,Not Hispanic,Married,Not in poverty,Renter,0,2639.701005,27.31155779,14453.90955,6587.447236,6315.263819,2.984924623,113456.3618,198.6231156,274.4120603,0,142960.2764,3.278894472
Black alone,Florida,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,1304.882353,11.10588235,-318.6,2020.435294,3969.894118,2.011764706,41377.62353,40.51764706,1036.8,0,47253.52941,0
Black alone,Florida,High school degree,Not Hispanic,Divorced,Not in poverty,Renter,0,1662.377778,60.51851852,-147.562963,2713.422222,3717.725926,2.207407407,48411.14815,104.1407407,1332.451852,0,54873.55556,22.56296296
Black alone,Florida,High school degree,Not Hispanic,Married,Not in poverty,Renter,0,2120.8322,18.14058957,1004.979592,3731.907029,5481.494331,2.968253968,69905.22902,125.7913832,692.6660188,0,81428.73016,7.891156463
Black alone,Florida,Some college education,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1979,0,13130.33333,5527,2094,1,68016.33333,0,480,0,90266.66667,0
Black alone,Florida,High school degree,Not Hispanic,Widowed,Not in poverty,Renter,0,1397.554545,64.94545455,2914.636364,2526.854545,4028.281818,2.109090909,54869.02727,100.6181818,619.2199134,0,64932.63636,0
Black alone,Florida,Less than a high school degree,Hispanic,Widowed,Not in poverty,Renter,0,1979,0,-1090,2448,15730,3,53887,0,54,0,72900,0
Black alone,Florida,College degree,Not Hispanic,Never married,Not in poverty,Renter,0,2566.602649,0,4487.225166,5097.89404,5512.89404,2.741721854,77159.11258,219.9337748,473.9337748,0,94147.28477,5.761589404
Black alone,Florida,Some college education,Hispanic,Married,Not in poverty,Renter,0,2025,0,-1872.4,3236.6,3595.4,2.8,55581.8,196.8,0,0,61954,0
Black alone,Florida,Some college education,Not Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3446.330383,38.9380531,3482.80236,5917.911504,5587.587021,3.064896755,79656.63717,209.2389381,837.7699958,0,97008.79056,7.702064897
Black alone,Florida,Less than a high school degree,Hispanic,Married,Not in poverty,Renter,0,494.75,0,-2834.25,593,2987.5,2.25,31376.25,0,1500,0,31117.5,0
Black alone,Florida,Less than a high school degree,Hispanic,Widowed,In poverty,Owner with mortgage,0,0,0,-1400,0,3811,1,11029,0,90,0,13350,0
Black alone,Florida,High school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,3926.833333,0,6094.333333,6605.666667,3371.333333,3.166666667,93824.5,0,1756,0,112300,0
Black alone,Florida,College degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,2417.516129,0,11331.41935,6230.387097,3546.612903,2.516129032,86321.19355,228.2903226,150.9677419,0,109603.2258,0
Black alone,Florida,High school degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,3425.833333,0,7171.333333,8251.333333,3959.333333,3.333333333,111930.5,410.1666667,278,0,134050,0
Black alone,Florida,Less than a high school degree,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,1979,0,1695,3060,3500,1,30516,0,314.5714286,0,40000,435
Black alone,Florida,Less than a high school degree,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,2985.428571,0,12813.57143,4882.142857,6023.428571,4,111356.2857,300,646.2857143,0,137114.2857,0
Black alone,Florida,Some college education,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1625.460526,0,-5973.302632,1200.513158,7445.197368,3.078947368,18443.94737,119,434.9473684,0,22133.94737,40.09210526
Black alone,Florida,High school degree,Hispanic,Never married,Not in poverty,Owner with mortgage,839.037037,3432.851852,0,-6659.777778,3960.888889,4423,3.333333333,53782.92593,205.3333333,2469.340741,0,55607.40741,64.48148148
Black alone,Florida,Less than a high school degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,4948.5,0,-8478,7256.5,3364.5,5.5,104689.5,401,4200,0,107180,0
Black alone,Florida,Some college education,Hispanic,Never married,Not in poverty,Owner without mortgage or rent-free,0,4130,0,-4022.25,5776.25,3073.75,3.5,76811.25,820.125,963,0,84375,0
Black alone,Florida,Some college education,Not Hispanic,Married,In poverty,Renter,0,708.4090909,0,-5037.954545,407.5909091,4124.409091,2.454545455,13221.52273,101.8863636,366.2727273,0,13074.86364,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner with mortgage,626.127451,3086.333333,25.24509804,-6487.485294,3737.980392,3318.25,3.651960784,55981.72059,355.6078431,1392.467787,0,57378.33333,42.64705882
Black alone,Florida,High school degree,Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,5938,0,4285,9563,6038,6,134956,0,4680,0,156100,0
Black alone,Florida,College degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,0,847.2631579,0,-2578.789474,623.3157895,5302.894737,1.578947368,9276.526316,0,303.7894737,0,13167.36842,0
Black alone,Florida,Some college education,Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3429.608696,0,2702.434783,6866.26087,4001.086957,3.260869565,82034.78261,663.4347826,109.5652174,0,98260.86957,0
Black alone,Florida,Some college education,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1826.236111,55.55555556,365.6388889,2934.347222,4194.166667,2.25,56311.84722,91.44444444,514.8333333,0,64994.86111,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Married,Not in poverty,Owner without mortgage or rent-free,0,3565.640152,3.03030303,-875.4015152,5759.560606,5631.401515,3.772727273,77700.90909,355.5378788,1153.410714,0,90275.30303,6.59469697
Black alone,Florida,Some college education,Hispanic,Married,In poverty,Owner with mortgage,0,0,0,-2800,0,200,2,15700,0,0,0,13100,0
Black alone,Florida,High school degree,Not Hispanic,Widowed,Not in poverty,Owner without mortgage or rent-free,0,1878.304348,0,1215.478261,3305.326087,4776.478261,2.423913043,58761.90217,104.8695652,594.8322981,0,69382.06522,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Widowed,Not in poverty,Owner with mortgage,1182.24,1515.24,53.33333333,-1166.746667,2122.546667,2729.666667,2.36,44573.50667,100.1733333,1774.48,0,46648.8,29.01333333
Black alone,Florida,College degree,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,3456.2,0,4578.8,6497,6492.2,2.4,71837.8,15.4,286.4,0,92560,0
Black alone,Florida,Some college education,Hispanic,Divorced,Not in poverty,Owner without mortgage or rent-free,0,3958.666667,0,15199.83333,9564.166667,3410.333333,3.166666667,115077.1667,0,1560,0,145650,0
Black alone,Florida,College degree,Hispanic,Married,Not in poverty,Renter,0,3743.125,0,12769.25,6347.75,3170.75,3.375,98031,444.375,337.5,0,123150,0
Black alone,Florida,High school degree,Not Hispanic,Never married,Not in poverty,Renter,0,2634.248031,45.27559055,-267.1535433,3869.5,5034.748031,3.031496063,61077.50787,88.64566929,1217.755906,0,71019.48819,13.7007874
Black alone,Florida,College degree,Not Hispanic,Never married,In poverty,Renter,0,852.45,0,-3482.25,576,3151.35,2.05,10500.55,98.45,339.75,0,11160,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Never married,Not in poverty,Renter,0,2371.614458,48.19277108,-648.9277108,3740.277108,4259.819277,3.337349398,59624.55422,175.7951807,1258.566265,0,67999.03614,26.21686747
Black alone,Florida,Less than a high school degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,2239.333333,552.5714286,19.04761905,-3501.119048,335.1904762,1722.714286,2.023809524,15730.54762,82.02380952,1419.47619,0,11059.28571,20.71428571
Black alone,Florida,Less than a high school degree,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,1446.375,0,-3801.5,1498.5,5907.625,2.375,24408.75,61.5,840,0,28503.75,54.375
Black alone,Florida,Less than a high school degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,625,0,-3318.736842,352.7894737,2363.473684,1.894736842,12769.10526,0,475.8947368,0,12315.78947,0
Black alone,Florida,High school degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,2388.054348,29.89130435,-7706.826087,1116.858696,5330.032609,3.760869565,22284.3587,169.5326087,1054.956522,0,22162.93478,14.18478261
Black alone,Florida,High school degree,Not Hispanic,Widowed,In poverty,Owner without mortgage or rent-free,0,958.7837838,0,-4830.054054,821.9459459,3373.810811,2.432432432,18955.7027,107.8648649,1182.162162,0,17978.37838,11.75675676
Black alone,Florida,College degree,Not Hispanic,Married,In poverty,Owner without mortgage or rent-free,0,1327.969697,0,-5240.212121,1157.030303,8588.121212,2.909090909,17399.45455,120.9393939,493.0909091,0,22573.63636,13.18181818
Black alone,Florida,College degree,Not Hispanic,Separated,In poverty,Owner without mortgage or rent-free,0,1433.666667,0,-5809.5,1266.5,4459.5,2.333333333,17024.33333,246,160,0,17968.33333,0
Black alone,Florida,Some college education,Not Hispanic,Divorced,In poverty,Owner with mortgage,1395.484375,789.75,5.46875,-4346.28125,473.921875,2256.796875,2,16193.76563,99.953125,993.7760417,0,12846.09375,27.1875
Black alone,Florida,College degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,439.4827586,17.24137931,-3233.517241,428.7586207,3605.310345,1.75862069,9347.689655,67.86206897,103.2758621,0,10495.86207,0
Black alone,Florida,Some college education,Not Hispanic,Never married,In poverty,Owner with mortgage,937.328125,1132.421875,43.90625,-5448.320313,688.84375,2724.90625,2.21875,15585.21875,188.6484375,1268.845052,0,12244.45313,40.78125
Black alone,Florida,Some college education,Not Hispanic,Widowed,In poverty,Owner with mortgage,830.6969697,623.9393939,32.45454545,-2945.939394,610.2727273,4411.454545,1.818181818,13927.39394,122.6363636,683.6969697,0,14957.57576,0
Black alone,Florida,Some college education,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,3608.233333,0,-3174.633333,5237,3687.3,3.333333333,71835.4,377.4333333,1362.266667,0,79453.33333,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,874.14,631.82,0,-3454.74,445.18,2590.62,1.68,11732.26,70,1296.78,0,9781,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Married,In poverty,Owner with mortgage,992.1428571,1329.514286,0,-6314.357143,839.7428571,3989,2.757142857,19111.35714,259.6714286,1330.238095,0,16332.71429,6.214285714
Black alone,Florida,High school degree,Not Hispanic,Divorced,In poverty,Owner with mortgage,1078.648352,883.3736264,7.692307692,-4393.835165,661.956044,3275.549451,2.010989011,16323.32967,135.1978022,1346.164835,0,14173.07692,9.56043956
Black alone,Florida,Less than a high school degree,Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1979,0,-10621,1530,70,3,27042,0,0,0,20000,0
Black alone,Florida,High school degree,Not Hispanic,Married,In poverty,Owner with mortgage,883.9126214,1320.757282,62.58252427,-7607.834951,1026.932039,5589.728155,3.174757282,20466.47573,177.3495146,1435.584466,0,18241.74757,8.446601942
Black alone,Florida,College degree,Not Hispanic,Never married,Not in poverty,Owner with mortgage,396.0031056,2376.975155,12.42236025,2260.170807,4684.071429,3294.47205,2.139751553,58790.1118,141.5652174,933.1076605,0,69943.29193,5.406832298
Black alone,Florida,High school degree,Not Hispanic,Never married,In poverty,Owner with mortgage,988.7142857,934.9285714,4.905660377,-5127.105263,562.1240602,2296.755639,2.330827068,15593.12406,164.4511278,1451.975564,0,11711.39098,32.70676692
Black alone,Florida,Less than a high school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,822.8518519,0,-4621.074074,445.962963,3510.481481,2.222222222,15652.33333,259.2222222,1103.802469,0,14447.40741,0
Black alone,Florida,High school degree,Not Hispanic,Separated,Not in poverty,Owner without mortgage or rent-free,0,3544.772727,0,-4333.863636,4201.818182,6380.090909,3.727272727,60335.36364,159.0454545,1511.298701,0,68609.09091,39.54545455
Black alone,Florida,College degree,Not Hispanic,Widowed,In poverty,Owner with mortgage,1178.833333,329.8333333,0,-2529.833333,81.66666667,1972.166667,1.333333333,9780,0,480,0,7975,0
Black alone,Florida,Less than a high school degree,Not Hispanic,Never married,In poverty,Owner without mortgage or rent-free,0,1594,0,-5183.151515,788.8484848,4545.090909,3,19987.30303,61.96969697,786.1212121,0,20826.06061,26.36363636
Black alone,Florida,High school degree,Not Hispanic,Divorced,In poverty,Owner without mortgage or rent-free,0,545.4871795,8.974358974,-3066.076923,331.7435897,3252.923077,1.769230769,13696.23077,154.2307692,645.8974359,0,14058.97436,0
Black alone,Florida,Some college education,Hispanic,Widowed,Not in poverty,Owner with mortgage,3713,0,0,-1400,0,175,1,17558,0,1020,0,11600,0
